0	0.466203685	0.43236573	-0.93240737	-0.86473146	0.466203685	0.43236573	-0.97000436	0.24308753	0	0	0.97000436	-0.24308753
0.1	0.595752251128419	0.389312531807863	-0.949273895008498	-0.842745212662731	0.353521643880079	0.453432680854868	-0.916719697769627	0.284343289799714	-0.0937736050794429	-0.0857907620134661	1.01049330284907	-0.198552527786248
0.2	0.73658871064051	0.315634227157314	-0.991224834791157	-0.779504208577017	0.254636124150647	0.463869981419703	-0.850779310738088	0.320092441687891	-0.190570201917469	-0.167354203348931	1.04134951265556	-0.15273823833896
0.3	0.87987544817215	0.197076267830329	-1.04896044162338	-0.663729020534656	0.169084993451226	0.466652752704327	-0.76969480752121	0.346102805377675	-0.292521008003274	-0.239972199580841	1.06221581552448	-0.106130605796834
0.4	1.00375520774346	0.03046934109186	-1.09546836220198	-0.497783584770888	0.0917131544585228	0.467314243679028	-0.675358801118538	0.357971661012555	-0.399911019223102	-0.298535785920462	1.07526982034164	-0.0594358750920931
0.5	1.08411772891388	-0.174307490678878	-1.10340520019353	-0.29287738215649	0.0192874712796497	0.467184872835368	-0.570510021274003	0.351107116982141	-0.510274690540065	-0.33839850890561	1.08078471181407	-0.0127086080765304
0.6	1.10610753122355	-0.38862663122757	-1.05397407239602	-0.0786147217053611	-0.0521334588275308	0.467241352932931	-0.460486116905319	0.322996083324854	-0.618673810217434	-0.357005950055942	1.07915992712275	0.0340098667310881
0.7	1.07705727046554	-0.578450076791544	-0.950758586009876	0.111244039150688	-0.126298684455666	0.467206037640856	-0.35094201570695	0.274393915047657	-0.719339793722194	-0.355132098600549	1.07028180942914	0.0807381835528917
0.8	1.02208683005093	-0.721709626192991	-0.815082519484038	0.255927847463301	-0.207004310566889	0.46578177872969	-0.245839479644183	0.208998127997246	-0.807852643547656	-0.336408632947261	1.05369212319184	0.127410504950015
0.9	0.968804259111905	-0.813402535762641	-0.67082986048868	0.353111674200872	-0.297974398623225	0.460290861561769	-0.146362488268941	0.131843882459204	-0.882185398361914	-0.305611093188062	1.02854788663086	0.173767210728857
