33.700970 31.142893 32.040939 37.261463 44.289913 39.788898 40.530693 46.066223 44.121014 45.269260 36.756836 34.497562 34.157539 43.921238 34.514374 38.474480 38.596039 48.772930 26.329781 32.390190 38.774597 46.869774 31.837530 26.978485 26.413397 36.870102 36.837234 45.238918 15.618553 33.502071 37.321781 35.966026 39.128754 43.006390 37.814812 43.611332 43.468468 45.424206 38.816574 43.994667 37.982136 49.652462 32.449242 30.217356 26.491550 42.889114
35.549976 32.069431 33.474167 33.223850 29.718391 55.382500 39.764008 45.742699 32.231125 45.397850 38.436405 37.386036 52.518616 35.340755 41.543541 35.138802 33.101662 27.494108 44.321941 44.000813 38.611317 32.913288 37.583237 41.914894 30.707973 40.827766 48.510990 27.329857 41.711895 45.529045 46.190842 54.542332 51.474625 33.258839 27.181490 22.533514 31.661730 38.152599 35.647060 47.101189 37.206482 43.716778 41.374825 39.559574 30.328175 42.223934
47.217777 39.944443 33.690609 32.413204 37.378040 47.856808 41.063667 61.718773 52.116814 49.549885 50.522461 53.746494 28.895079 46.662693 61.496235 41.301422 46.340584 45.444786 45.798637 38.439392 32.640598 38.340130 31.001211 23.848541 32.759632 31.010689 29.718506 45.167248 57.277489 47.445675 31.539719 36.184345 52.055984 43.202335 45.263390 45.543709 33.495899 45.908512 41.252945 48.460217 21.056557 36.864498 29.151937 45.347679 35.620594 51.025688
37.664288 21.854240 26.332443 33.531315 45.844429 45.587711 28.814955 58.219864 60.532021 69.140137 66.559822 49.741173 45.810383 48.002590 54.017281 43.934414 48.762409 52.016514 42.387981 44.366409 47.791321 37.061012 35.280087 42.657513 39.463955 38.897778 36.274395 42.193199 43.723045 36.394939 34.499035 37.020908 42.991577 45.063000 41.945728 35.263718 39.903160 33.475349 37.116100 26.122667 45.417435 48.779503 53.593433 27.602600 28.336294 41.059982
44.214069 26.538290 36.557579 58.524845 39.433739 61.989872 58.863934 64.228989 59.384224 72.498177 63.221436 67.551926 61.721176 47.733383 57.801338 46.481979 43.385056 31.518345 47.993977 45.806648 38.877838 45.112556 43.739029 34.238853 43.289146 40.094353 29.192814 35.302574 31.797724 37.979027 55.061268 36.554779 44.320053 48.916718 42.113174 43.341587 45.704166 43.987438 57.261005 44.364929 38.365337 41.067730 35.284409 30.701252 33.310635 45.864429
42.568752 51.457371 46.407280 45.417187 65.249672 63.681778 78.460480 78.918480 76.650383 84.105240 84.778465 60.642056 57.159008 44.781960 52.991386 45.995731 46.021481 50.278286 41.509731 44.374119 52.453812 48.777386 49.009274 45.715199 56.757935 49.710300 36.267097 41.278461 42.625111 45.632622 56.616188 53.469608 53.665813 42.142273 36.860012 53.778988 34.263435 56.171673 40.824158 37.411171 44.409981 44.122284 45.114613 29.231550 35.393452 36.972530
45.676888 35.458080 37.369328 42.341373 46.876869 76.062103 81.806953 91.395752 96.344284 118.008011 89.128891 60.664803 78.477539 72.711258 63.166904 48.829792 57.181141 57.727913 60.150864 48.018543 44.349705 49.863297 47.156788 49.325584 40.619587 43.612164 36.012695 42.602333 51.176418 39.686226 65.876122 47.125553 25.056839 37.307690 38.465271 33.251942 40.126228 28.924936 41.978268 30.177317 44.370701 36.955910 46.144161 50.203579 41.047443 34.726288
40.240318 42.476772 48.568192 60.635605 62.899883 60.649372 84.767563 106.336113 100.977371 95.241020 100.344391 75.057938 78.453888 63.078621 54.157200 57.418125 82.196960 61.768669 76.054100 73.984695 62.512226 65.575020 54.800030 69.443008 57.430916 66.567268 64.762436 33.366302 65.251747 43.428989 37.877174 49.984730 37.854542 34.653278 36.187019 47.748398 43.540298 50.155327 42.134514 28.767570 46.648499 37.262371 39.998547 46.651943 47.651562 42.411476
46.197495 52.462856 44.635162 58.403145 53.073105 70.670235 98.199242 78.552956 91.470901 90.378059 82.138817 81.684868 82.482330 74.723267 85.556900 62.916645 58.423512 56.722107 76.487854 77.883995 69.359428 69.597916 91.092682 71.089699 57.424061 72.910065 62.157696 55.238274 52.243748 54.559113 56.696083 48.731632 32.738613 34.514442 47.464191 40.382648 35.157551 33.394978 34.642525 33.965904 39.946037 41.314495 19.320042 33.494537 39.784695 51.303814
44.716145 52.807514 46.528049 25.516657 70.977493 74.582985 79.391418 79.257523 95.793793 122.415199 87.511650 102.477211 67.628082 67.550720 91.865738 78.388313 85.553223 88.408577 104.334618 101.062759 101.870773 92.537842 109.424164 94.716125 73.617615 80.669998 72.747192 64.464691 54.441471 50.069786 41.575813 49.212589 55.094250 39.095913 46.457809 57.957809 29.234842 32.124363 44.307098 31.681381 52.525368 48.795677 25.654129 36.248894 30.966993 45.226646
32.692123 33.945835 59.468857 50.464081 52.787193 46.667194 51.666706 74.801826 95.061996 80.356270 80.464058 91.095634 93.700676 93.360710 102.260811 102.639427 103.049294 110.737114 151.437424 143.215286 133.119797 120.230354 167.584045 135.511185 137.192139 104.365898 87.691612 67.021225 58.940735 57.544071 56.573238 53.420837 57.059681 43.443756 44.337170 29.423300 38.617947 41.308880 49.569008 42.299927 33.133026 34.099686 41.654385 40.339676 43.810078 50.169998
30.503473 46.328312 41.850498 40.452862 44.157772 57.382393 72.841484 70.075005 64.676407 74.302551 83.449997 82.437660 85.788902 106.850594 122.654106 155.385468 180.039383 186.846313 211.885452 200.264206 216.732162 255.277115 223.001541 175.389572 175.254684 157.100571 134.992584 82.964539 85.699074 62.684586 55.886234 61.042809 53.486843 35.349545 59.132927 36.103878 37.354683 26.110371 38.215122 40.788929 25.246403 30.932142 40.730118 34.568604 35.021091 27.162373
30.329050 55.064293 48.931725 39.202320 44.772858 44.806179 39.725555 59.099388 70.792252 61.499931 69.562843 83.267075 105.715736 139.650055 167.282166 232.643265 288.845520 319.051788 376.874207 406.666168 472.827209 420.900360 379.935760 344.581116 307.467224 210.607941 172.570511 99.159264 110.191216 69.437889 68.765671 46.417961 62.744873 64.437134 51.176537 42.656960 28.819265 37.184711 44.231659 44.713913 41.401791 36.571381 44.724575 28.338209 36.513584 39.215187
51.304749 54.844818 57.981941 55.191486 39.664150 48.158051 46.115753 58.648441 65.234306 86.701553 71.407089 97.600822 139.710663 180.762344 270.364136 355.509949 494.550690 571.974121 730.119751 806.078003 817.845215 748.077393 772.893799 657.327271 486.895721 360.504425 274.994934 178.875366 157.442719 84.806282 86.181854 54.606625 48.150497 55.991734 38.628483 37.957436 30.629061 45.956142 44.890320 47.551418 25.384325 28.557064 35.815773 36.312031 33.787991 39.733727
49.194698 37.917641 45.952225 47.627422 38.157997 60.665485 51.035442 53.098431 74.007820 63.128159 96.458382 124.236000 199.615662 265.502777 438.501648 576.358643 846.733582 1153.115967 1360.865356 1658.325562 1713.842041 1690.279785 1474.202393 1249.174683 902.544739 657.800415 467.123871 302.158478 175.182602 113.384041 85.348984 89.585793 64.199692 49.828579 49.960407 50.486744 42.139000 40.754627 21.045473 36.879635 42.548260 53.207142 30.349361 27.192799 40.180634 22.902906
29.776989 37.747036 39.469803 35.321232 47.745979 44.407326 54.705376 55.021828 56.824776 72.625107 95.441368 141.820190 209.507965 373.813202 627.062256 893.531616 1375.156006 1882.565674 2488.722656 2736.633301 3167.681885 3339.806152 2753.271240 2142.523682 1589.469971 1139.587524 679.002380 428.522491 255.123047 171.937302 122.222130 62.160740 52.794231 47.868187 52.195755 57.819084 35.932354 43.305443 36.315125 43.092503 39.753738 40.745453 34.322693 30.850897 32.384293 28.898815
32.768665 39.018494 31.290842 41.269745 34.900280 46.392574 57.994473 59.498959 66.772598 75.370621 115.036316 174.697693 295.794922 458.718628 839.033386 1345.100220 1901.605103 2912.140137 3799.317871 4471.265137 5047.478516 5633.351562 4860.359863 3909.983154 2703.467773 1797.713013 1074.292725 642.244629 378.156097 235.427399 171.584579 112.435493 81.058022 58.629616 48.493927 45.261101 47.387985 42.127121 38.840591 40.163544 27.744074 33.581139 39.547596 39.013191 31.958935 44.124180
47.266842 38.185150 36.047962 40.840111 38.002476 46.821758 48.706223 67.363838 57.661636 80.086098 120.628181 186.957245 332.729950 575.555603 925.125000 1501.449951 2429.548584 3859.802490 5202.597168 6561.665039 7963.085938 7341.554199 6775.585938 5415.599121 3765.481201 2572.432129 1510.381836 876.657349 489.196808 268.406525 179.130569 105.520348 80.950706 66.758667 51.339306 46.243999 62.009655 32.990349 25.024281 44.574005 39.444225 48.599945 20.763699 35.168037 49.733452 31.396009
38.886860 40.194534 31.155535 39.561371 43.576103 43.525043 41.992512 54.493416 72.116493 95.107437 151.160156 203.614822 368.098816 578.190979 1019.734009 1785.459961 2863.580566 4374.814453 6180.367188 7637.274414 8555.624023 8927.504883 7742.988281 6037.328613 4285.702637 2860.322266 1653.561035 1013.429199 573.960205 317.728851 170.846771 141.508774 78.049805 72.906128 73.741417 54.002998 40.104069 35.792995 36.913776 33.842735 34.776798 29.320374 29.646788 32.424545 39.974228 41.029636
46.031651 29.934505 45.974365 22.362490 45.827877 56.606415 45.674969 64.458153 68.512680 90.003181 143.015656 230.901962 447.535492 691.505310 1141.225098 1892.051880 3016.895020 4585.365234 5833.548828 7628.456055 9069.561523 9377.769531 7310.459961 6100.559570 4515.148926 3172.535156 1857.120605 1079.571655 625.240601 390.766022 227.687851 152.027069 92.323822 74.797104 61.629383 39.771294 42.804764 46.375240 50.602402 41.314171 28.529768 39.366428 50.453964 39.016426 38.322048 42.308891
41.518139 51.869312 51.518600 41.216034 40.999027 53.865269 56.149765 65.399963 77.558792 86.834557 135.235916 252.058380 459.332947 743.646240 1276.816772 1724.526978 2772.227295 4024.928223 5461.751465 6620.337891 7298.012695 7750.941406 6853.462402 5707.458984 4202.205078 2993.052734 1787.721558 1095.258179 600.066101 364.073669 194.878876 116.706718 92.157745 62.025642 57.341480 57.406158 34.708946 44.352501 44.101490 37.814194 50.493408 36.569931 44.545895 50.530178 28.425049 36.293797
32.119274 32.364231 50.269543 46.191448 61.261887 53.588963 45.253201 61.649990 70.289726 100.110115 144.737579 302.531494 437.124359 717.887817 1097.661133 1607.262695 2319.321777 3149.654053 4231.345703 5200.346191 5992.719727 5799.743164 5538.242676 4625.151855 3572.489014 2476.892090 1594.303833 982.373352 528.352783 301.602966 215.526077 123.419319 76.337349 75.656120 53.472931 51.816204 32.673954 37.850460 38.777966 34.491543 24.016630 25.928188 43.803169 26.626261 50.951115 44.381535
50.064854 27.641340 55.184937 38.645691 43.263584 48.556301 48.602711 55.155018 83.794914 107.733284 142.704391 259.142120 359.212799 565.417114 907.081238 1304.601440 1837.443359 2393.848145 3115.598389 3819.827637 4254.093262 4164.882812 4043.354492 3652.214111 2641.628906 1859.027954 1222.012085 766.598877 449.780975 270.787079 146.623825 106.143089 79.004860 62.339664 44.753777 42.624866 38.147907 36.006702 38.760433 26.264610 30.695538 50.420052 43.877773 41.331680 20.661997 42.108559
