0 0 33.70097
0 1 31.142893
0 2 32.040939
0 3 37.261463
0 4 44.289913
0 5 39.788898
0 6 40.530693
0 7 46.066223
0 8 44.121014
0 9 45.26926
0 10 36.756836
0 11 34.497562
0 12 34.157539
0 13 43.921238
0 14 34.514374
0 15 38.47448
0 16 38.596039
0 17 48.77293
0 18 26.329781
0 19 32.39019
0 20 38.774597
0 21 46.869774
0 22 31.83753
0 23 26.978485
0 24 26.413397
0 25 36.870102
0 26 36.837234
0 27 45.238918
0 28 15.618553
0 29 33.502071
0 30 37.321781
0 31 35.966026
0 32 39.128754
0 33 43.00639
0 34 37.814812
0 35 43.611332
0 36 43.468468
0 37 45.424206
0 38 38.816574
0 39 43.994667
0 40 37.982136
0 41 49.652462
0 42 32.449242
0 43 30.217356
0 44 26.49155
0 45 42.889114
1 0 35.549976
1 1 32.069431
1 2 33.474167
1 3 33.22385
1 4 29.718391
1 5 55.3825
1 6 39.764008
1 7 45.742699
1 8 32.231125
1 9 45.39785
1 10 38.436405
1 11 37.386036
1 12 52.518616
1 13 35.340755
1 14 41.543541
1 15 35.138802
1 16 33.101662
1 17 27.494108
1 18 44.321941
1 19 44.000813
1 20 38.611317
1 21 32.913288
1 22 37.583237
1 23 41.914894
1 24 30.707973
1 25 40.827766
1 26 48.51099
1 27 27.329857
1 28 41.711895
1 29 45.529045
1 30 46.190842
1 31 54.542332
1 32 51.474625
1 33 33.258839
1 34 27.18149
1 35 22.533514
1 36 31.66173
1 37 38.152599
1 38 35.64706
1 39 47.101189
1 40 37.206482
1 41 43.716778
1 42 41.374825
1 43 39.559574
1 44 30.328175
1 45 42.223934
2 0 47.217777
2 1 39.944443
2 2 33.690609
2 3 32.413204
2 4 37.37804
2 5 47.856808
2 6 41.063667
2 7 61.718773
2 8 52.116814
2 9 49.549885
2 10 50.522461
2 11 53.746494
2 12 28.895079
2 13 46.662693
2 14 61.496235
2 15 41.301422
2 16 46.340584
2 17 45.444786
2 18 45.798637
2 19 38.439392
2 20 32.640598
2 21 38.34013
2 22 31.001211
2 23 23.848541
2 24 32.759632
2 25 31.010689
2 26 29.718506
2 27 45.167248
2 28 57.277489
2 29 47.445675
2 30 31.539719
2 31 36.184345
2 32 52.055984
2 33 43.202335
2 34 45.26339
2 35 45.543709
2 36 33.495899
2 37 45.908512
2 38 41.252945
2 39 48.460217
2 40 21.056557
2 41 36.864498
2 42 29.151937
2 43 45.347679
2 44 35.620594
2 45 51.025688
3 0 37.664288
3 1 21.85424
3 2 26.332443
3 3 33.531315
3 4 45.844429
3 5 45.587711
3 6 28.814955
3 7 58.219864
3 8 60.532021
3 9 69.140137
3 10 66.559822
3 11 49.741173
3 12 45.810383
3 13 48.00259
3 14 54.017281
3 15 43.934414
3 16 48.762409
3 17 52.016514
3 18 42.387981
3 19 44.366409
3 20 47.791321
3 21 37.061012
3 22 35.280087
3 23 42.657513
3 24 39.463955
3 25 38.897778
3 26 36.274395
3 27 42.193199
3 28 43.723045
3 29 36.394939
3 30 34.499035
3 31 37.020908
3 32 42.991577
3 33 45.063
3 34 41.945728
3 35 35.263718
3 36 39.90316
3 37 33.475349
3 38 37.1161
3 39 26.122667
3 40 45.417435
3 41 48.779503
3 42 53.593433
3 43 27.6026
3 44 28.336294
3 45 41.059982
4 0 44.214069
4 1 26.53829
4 2 36.557579
4 3 58.524845
4 4 39.433739
4 5 61.989872
4 6 58.863934
4 7 64.228989
4 8 59.384224
4 9 72.498177
4 10 63.221436
4 11 67.551926
4 12 61.721176
4 13 47.733383
4 14 57.801338
4 15 46.481979
4 16 43.385056
4 17 31.518345
4 18 47.993977
4 19 45.806648
4 20 38.877838
4 21 45.112556
4 22 43.739029
4 23 34.238853
4 24 43.289146
4 25 40.094353
4 26 29.192814
4 27 35.302574
4 28 31.797724
4 29 37.979027
4 30 55.061268
4 31 36.554779
4 32 44.320053
4 33 48.916718
4 34 42.113174
4 35 43.341587
4 36 45.704166
4 37 43.987438
4 38 57.261005
4 39 44.364929
4 40 38.365337
4 41 41.06773
4 42 35.284409
4 43 30.701252
4 44 33.310635
4 45 45.864429
5 0 42.568752
5 1 51.457371
5 2 46.40728
5 3 45.417187
5 4 65.249672
5 5 63.681778
5 6 78.46048
5 7 78.91848
5 8 76.650383
5 9 84.10524
5 10 84.778465
5 11 60.642056
5 12 57.159008
5 13 44.78196
5 14 52.991386
5 15 45.995731
5 16 46.021481
5 17 50.278286
5 18 41.509731
5 19 44.374119
5 20 52.453812
5 21 48.777386
5 22 49.009274
5 23 45.715199
5 24 56.757935
5 25 49.7103
5 26 36.267097
5 27 41.278461
5 28 42.625111
5 29 45.632622
5 30 56.616188
5 31 53.469608
5 32 53.665813
5 33 42.142273
5 34 36.860012
5 35 53.778988
5 36 34.263435
5 37 56.171673
5 38 40.824158
5 39 37.411171
5 40 44.409981
5 41 44.122284
5 42 45.114613
5 43 29.23155
5 44 35.393452
5 45 36.97253
6 0 45.676888
6 1 35.45808
6 2 37.369328
6 3 42.341373
6 4 46.876869
6 5 76.062103
6 6 81.806953
6 7 91.395752
6 8 96.344284
6 9 118.008011
6 10 89.128891
6 11 60.664803
6 12 78.477539
6 13 72.711258
6 14 63.166904
6 15 48.829792
6 16 57.181141
6 17 57.727913
6 18 60.150864
6 19 48.018543
6 20 44.349705
6 21 49.863297
6 22 47.156788
6 23 49.325584
6 24 40.619587
6 25 43.612164
6 26 36.012695
6 27 42.602333
6 28 51.176418
6 29 39.686226
6 30 65.876122
6 31 47.125553
6 32 25.056839
6 33 37.30769
6 34 38.465271
6 35 33.251942
6 36 40.126228
6 37 28.924936
6 38 41.978268
6 39 30.177317
6 40 44.370701
6 41 36.95591
6 42 46.144161
6 43 50.203579
6 44 41.047443
6 45 34.726288
7 0 40.240318
7 1 42.476772
7 2 48.568192
7 3 60.635605
7 4 62.899883
7 5 60.649372
7 6 84.767563
7 7 106.336113
7 8 100.977371
7 9 95.24102
7 10 100.344391
7 11 75.057938
7 12 78.453888
7 13 63.078621
7 14 54.1572
7 15 57.418125
7 16 82.19696
7 17 61.768669
7 18 76.0541
7 19 73.984695
7 20 62.512226
7 21 65.57502
7 22 54.80003
7 23 69.443008
7 24 57.430916
7 25 66.567268
7 26 64.762436
7 27 33.366302
7 28 65.251747
7 29 43.428989
7 30 37.877174
7 31 49.98473
7 32 37.854542
7 33 34.653278
7 34 36.187019
7 35 47.748398
7 36 43.540298
7 37 50.155327
7 38 42.134514
7 39 28.76757
7 40 46.648499
7 41 37.262371
7 42 39.998547
7 43 46.651943
7 44 47.651562
7 45 42.411476
8 0 46.197495
8 1 52.462856
8 2 44.635162
8 3 58.403145
8 4 53.073105
8 5 70.670235
8 6 98.199242
8 7 78.552956
8 8 91.470901
8 9 90.378059
8 10 82.138817
8 11 81.684868
8 12 82.48233
8 13 74.723267
8 14 85.5569
8 15 62.916645
8 16 58.423512
8 17 56.722107
8 18 76.487854
8 19 77.883995
8 20 69.359428
8 21 69.597916
8 22 91.092682
8 23 71.089699
8 24 57.424061
8 25 72.910065
8 26 62.157696
8 27 55.238274
8 28 52.243748
8 29 54.559113
8 30 56.696083
8 31 48.731632
8 32 32.738613
8 33 34.514442
8 34 47.464191
8 35 40.382648
8 36 35.157551
8 37 33.394978
8 38 34.642525
8 39 33.965904
8 40 39.946037
8 41 41.314495
8 42 19.320042
8 43 33.494537
8 44 39.784695
8 45 51.303814
9 0 44.716145
9 1 52.807514
9 2 46.528049
9 3 25.516657
9 4 70.977493
9 5 74.582985
9 6 79.391418
9 7 79.257523
9 8 95.793793
9 9 122.415199
9 10 87.51165
9 11 102.477211
9 12 67.628082
9 13 67.55072
9 14 91.865738
9 15 78.388313
9 16 85.553223
9 17 88.408577
9 18 104.334618
9 19 101.062759
9 20 101.870773
9 21 92.537842
9 22 109.424164
9 23 94.716125
9 24 73.617615
9 25 80.669998
9 26 72.747192
9 27 64.464691
9 28 54.441471
9 29 50.069786
9 30 41.575813
9 31 49.212589
9 32 55.09425
9 33 39.095913
9 34 46.457809
9 35 57.957809
9 36 29.234842
9 37 32.124363
9 38 44.307098
9 39 31.681381
9 40 52.525368
9 41 48.795677
9 42 25.654129
9 43 36.248894
9 44 30.966993
9 45 45.226646
10 0 32.692123
10 1 33.945835
10 2 59.468857
10 3 50.464081
10 4 52.787193
10 5 46.667194
10 6 51.666706
10 7 74.801826
10 8 95.061996
10 9 80.35627
10 10 80.464058
10 11 91.095634
10 12 93.700676
10 13 93.36071
10 14 102.260811
10 15 102.639427
10 16 103.049294
10 17 110.737114
10 18 151.437424
10 19 143.215286
10 20 133.119797
10 21 120.230354
10 22 167.584045
10 23 135.511185
10 24 137.192139
10 25 104.365898
10 26 87.691612
10 27 67.021225
10 28 58.940735
10 29 57.544071
10 30 56.573238
10 31 53.420837
10 32 57.059681
10 33 43.443756
10 34 44.33717
10 35 29.4233
10 36 38.617947
10 37 41.30888
10 38 49.569008
10 39 42.299927
10 40 33.133026
10 41 34.099686
10 42 41.654385
10 43 40.339676
10 44 43.810078
10 45 50.169998
11 0 30.503473
11 1 46.328312
11 2 41.850498
11 3 40.452862
11 4 44.157772
11 5 57.382393
11 6 72.841484
11 7 70.075005
11 8 64.676407
11 9 74.302551
11 10 83.449997
11 11 82.43766
11 12 85.788902
11 13 106.850594
11 14 122.654106
11 15 155.385468
11 16 180.039383
11 17 186.846313
11 18 211.885452
11 19 200.264206
11 20 216.732162
11 21 255.277115
11 22 223.001541
11 23 175.389572
11 24 175.254684
11 25 157.100571
11 26 134.992584
11 27 82.964539
11 28 85.699074
11 29 62.684586
11 30 55.886234
11 31 61.042809
11 32 53.486843
11 33 35.349545
11 34 59.132927
11 35 36.103878
11 36 37.354683
11 37 26.110371
11 38 38.215122
11 39 40.788929
11 40 25.246403
11 41 30.932142
11 42 40.730118
11 43 34.568604
11 44 35.021091
11 45 27.162373
12 0 30.32905
12 1 55.064293
12 2 48.931725
12 3 39.20232
12 4 44.772858
12 5 44.806179
12 6 39.725555
12 7 59.099388
12 8 70.792252
12 9 61.499931
12 10 69.562843
12 11 83.267075
12 12 105.715736
12 13 139.650055
12 14 167.282166
12 15 232.643265
12 16 288.84552
12 17 319.051788
12 18 376.874207
12 19 406.666168
12 20 472.827209
12 21 420.90036
12 22 379.93576
12 23 344.581116
12 24 307.467224
12 25 210.607941
12 26 172.570511
12 27 99.159264
12 28 110.191216
12 29 69.437889
12 30 68.765671
12 31 46.417961
12 32 62.744873
12 33 64.437134
12 34 51.176537
12 35 42.65696
12 36 28.819265
12 37 37.184711
12 38 44.231659
12 39 44.713913
12 40 41.401791
12 41 36.571381
12 42 44.724575
12 43 28.338209
12 44 36.513584
12 45 39.215187
13 0 51.304749
13 1 54.844818
13 2 57.981941
13 3 55.191486
13 4 39.66415
13 5 48.158051
13 6 46.115753
13 7 58.648441
13 8 65.234306
13 9 86.701553
13 10 71.407089
13 11 97.600822
13 12 139.710663
13 13 180.762344
13 14 270.364136
13 15 355.509949
13 16 494.55069
13 17 571.974121
13 18 730.119751
13 19 806.078003
13 20 817.845215
13 21 748.077393
13 22 772.893799
13 23 657.327271
13 24 486.895721
13 25 360.504425
13 26 274.994934
13 27 178.875366
13 28 157.442719
13 29 84.806282
13 30 86.181854
13 31 54.606625
13 32 48.150497
13 33 55.991734
13 34 38.628483
13 35 37.957436
13 36 30.629061
13 37 45.956142
13 38 44.89032
13 39 47.551418
13 40 25.384325
13 41 28.557064
13 42 35.815773
13 43 36.312031
13 44 33.787991
13 45 39.733727
14 0 49.194698
14 1 37.917641
14 2 45.952225
14 3 47.627422
14 4 38.157997
14 5 60.665485
14 6 51.035442
14 7 53.098431
14 8 74.00782
14 9 63.128159
14 10 96.458382
14 11 124.236
14 12 199.615662
14 13 265.502777
14 14 438.501648
14 15 576.358643
14 16 846.733582
14 17 1153.115967
14 18 1360.865356
14 19 1658.325562
14 20 1713.842041
14 21 1690.279785
14 22 1474.202393
14 23 1249.174683
14 24 902.544739
14 25 657.800415
14 26 467.123871
14 27 302.158478
14 28 175.182602
14 29 113.384041
14 30 85.348984
14 31 89.585793
14 32 64.199692
14 33 49.828579
14 34 49.960407
14 35 50.486744
14 36 42.139
14 37 40.754627
14 38 21.045473
14 39 36.879635
14 40 42.54826
14 41 53.207142
14 42 30.349361
14 43 27.192799
14 44 40.180634
14 45 22.902906
15 0 29.776989
15 1 37.747036
15 2 39.469803
15 3 35.321232
15 4 47.745979
15 5 44.407326
15 6 54.705376
15 7 55.021828
15 8 56.824776
15 9 72.625107
15 10 95.441368
15 11 141.82019
15 12 209.507965
15 13 373.813202
15 14 627.062256
15 15 893.531616
15 16 1375.156006
15 17 1882.565674
15 18 2488.722656
15 19 2736.633301
15 20 3167.681885
15 21 3339.806152
15 22 2753.27124
15 23 2142.523682
