1.00e-003	1.12839e-003
6.00e-003	6.77023e-003
1.10e-002	1.24117e-002
1.60e-002	1.80526e-002
2.10e-002	2.36926e-002
2.60e-002	2.93314e-002
3.10e-002	3.49687e-002
3.60e-002	4.06042e-002
4.10e-002	4.62378e-002
4.60e-002	5.18690e-002
5.10e-002	5.74976e-002
5.60e-002	6.31234e-002
6.10e-002	6.87460e-002
6.60e-002	7.43652e-002
7.10e-002	7.99806e-002
7.60e-002	8.55921e-002
8.10e-002	9.11993e-002
8.60e-002	9.68020e-002
9.10e-002	1.02400e-001
9.60e-002	1.07993e-001
1.01e-001	1.13580e-001
1.06e-001	1.19162e-001
1.11e-001	1.24738e-001
1.16e-001	1.30307e-001
1.21e-001	1.35870e-001
1.26e-001	1.41427e-001
1.31e-001	1.46976e-001
1.36e-001	1.52519e-001
1.41e-001	1.58053e-001
1.46e-001	1.63580e-001
1.51e-001	1.69099e-001
1.56e-001	1.74610e-001
1.61e-001	1.80111e-001
1.66e-001	1.85604e-001
1.71e-001	1.91088e-001
1.76e-001	1.96563e-001
1.81e-001	2.02028e-001
1.86e-001	2.07483e-001
1.91e-001	2.12928e-001
1.96e-001	2.18362e-001
2.01e-001	2.23786e-001
2.06e-001	2.29199e-001
2.11e-001	2.34601e-001
2.16e-001	2.39992e-001
2.21e-001	2.45371e-001
2.26e-001	2.50738e-001
2.31e-001	2.56092e-001
2.36e-001	2.61435e-001
2.41e-001	2.66765e-001
2.46e-001	2.72082e-001
2.51e-001	2.77386e-001
2.56e-001	2.82677e-001
2.61e-001	2.87954e-001
2.66e-001	2.93217e-001
2.71e-001	2.98467e-001
2.76e-001	3.03702e-001
2.81e-001	3.08923e-001
2.86e-001	3.14129e-001
2.91e-001	3.19320e-001
2.96e-001	3.24497e-001
3.01e-001	3.29658e-001
3.06e-001	3.34803e-001
3.11e-001	3.39933e-001
3.16e-001	3.45047e-001
3.21e-001	3.50144e-001
3.26e-001	3.55225e-001
3.31e-001	3.60290e-001
3.36e-001	3.65338e-001
3.41e-001	3.70369e-001
3.46e-001	3.75383e-001
3.51e-001	3.80380e-001
3.56e-001	3.85359e-001
3.61e-001	3.90321e-001
3.66e-001	3.95264e-001
3.71e-001	4.00190e-001
3.76e-001	4.05097e-001
3.81e-001	4.09986e-001
3.86e-001	4.14856e-001
3.91e-001	4.19708e-001
3.96e-001	4.24540e-001
4.01e-001	4.29354e-001
4.06e-001	4.34148e-001
4.11e-001	4.38923e-001
4.16e-001	4.43678e-001
4.21e-001	4.48413e-001
4.26e-001	4.53129e-001
4.31e-001	4.57824e-001
4.36e-001	4.62500e-001
4.41e-001	4.67155e-001
4.46e-001	4.71789e-001
4.51e-001	4.76403e-001
4.56e-001	4.80996e-001
4.61e-001	4.85568e-001
4.66e-001	4.90119e-001
4.71e-001	4.94649e-001
4.76e-001	4.99158e-001
4.81e-001	5.03646e-001
4.86e-001	5.08111e-001
4.91e-001	5.12555e-001
4.96e-001	5.16978e-001
5.01e-001	5.21378e-001
5.06e-001	5.25757e-001
5.11e-001	5.30113e-001
5.16e-001	5.34447e-001
5.21e-001	5.38759e-001
5.26e-001	5.43049e-001
5.31e-001	5.47316e-001
5.36e-001	5.51560e-001
5.41e-001	5.55782e-001
5.46e-001	5.59981e-001
5.51e-001	5.64157e-001
5.56e-001	5.68310e-001
5.61e-001	5.72440e-001
5.66e-001	5.76547e-001
5.71e-001	5.80631e-001
5.76e-001	5.84691e-001
