1.00e-001	9.51351e+000
2.00e-001	4.59084e+000
3.00e-001	2.99157e+000
4.00e-001	2.21816e+000
5.00e-001	1.77245e+000
6.00e-001	1.48919e+000
7.00e-001	1.29806e+000
8.00e-001	1.16423e+000
9.00e-001	1.06863e+000
1.00e+000	1.00000e+000
1.10e+000	9.51351e-001
1.20e+000	9.18169e-001
1.30e+000	8.97471e-001
1.40e+000	8.87264e-001
1.50e+000	8.86227e-001
1.60e+000	8.93515e-001
1.70e+000	9.08639e-001
1.80e+000	9.31384e-001
1.90e+000	9.61766e-001
2.00e+000	1.00000e+000
2.10e+000	1.04649e+000
2.20e+000	1.10180e+000
2.30e+000	1.16671e+000
2.40e+000	1.24217e+000
2.50e+000	1.32934e+000
2.60e+000	1.42962e+000
2.70e+000	1.54469e+000
2.80e+000	1.67649e+000
2.90e+000	1.82736e+000
3.00e+000	2.00000e+000
3.10e+000	2.19762e+000
3.20e+000	2.42397e+000
3.30e+000	2.68344e+000
3.40e+000	2.98121e+000
3.50e+000	3.32335e+000
3.60e+000	3.71702e+000
3.70e+000	4.17065e+000
3.80e+000	4.69417e+000
3.90e+000	5.29933e+000
4.00e+000	6.00000e+000
4.10e+000	6.81262e+000
4.20e+000	7.75669e+000
4.30e+000	8.85534e+000
4.40e+000	1.01361e+001
4.50e+000	1.16317e+001
4.60e+000	1.33813e+001
4.70e+000	1.54314e+001
4.80e+000	1.78379e+001
4.90e+000	2.06674e+001
5.00e+000	2.40000e+001
5.10e+000	2.79318e+001
5.20e+000	3.25781e+001
5.30e+000	3.80780e+001
5.40e+000	4.45988e+001
5.50e+000	5.23428e+001
5.60e+000	6.15539e+001
5.70e+000	7.25276e+001
5.80e+000	8.56217e+001
5.90e+000	1.01270e+002
6.00e+000	1.20000e+002
6.10e+000	1.42452e+002
6.20e+000	1.69406e+002
