100	0.0129017153123563	0.0156440578673815	0.00410765111169058	0.00770952662920316
125	0.0121549291566965	0.0129338687798797	0.00275452483377121	0.00629051659512753
158	0.0105567933907101	0.0144113747244337	0.00220736345195119	0.00479040536739109
200	0.00930620206740419	0.0117979086336875	0.0043409771657054	0.00336854946349774
251	0.00783007496143834	0.00105016286355608	0.001669212273244	0.00309159995573943
316	0.00730847456977802	0.00953075643491944	0.0018837092987514	0.00290669606863964
398	0.00622343191267977	0.00737337149985065	0.000926808486648611	0.00233204505107992
501	0.00567196437187577	0.000210055659302211	0.00157048570831238	0.00152111424742701
631	0.00525767559793929	0.00150084052438745	0.000883413986242615	0.00149445519887856
794	0.00462971836690976	0.00511683900921828	0.00125833287767932	0.0011916551517529
1000	0.00408834748766469	0.00338701730252158	0.000617918876595361	0.0009031953708315
1259	0.00366790633677472	0.00484712140196319	0.000307083041383618	0.000924058383879989
1585	0.0032588429440513	0.0065873435623838	0.000452776962869134	0.000657659224333224
1995	0.00287679495304117	0.00149485424564813	0.000550234784583575	0.000472631195453238
2512	0.00257701405379671	0.0017710813926872	0.000419058022055316	0.000372407100444561
3162	0.00230793952612449	0.000433800360962716	0.000343058666336854	0.000373620100924649
3981	0.00207195102243279	0.0014150484878703	0.000247922289605351	0.000260353552948261
5011	0.00184782146563776	8.40582212190966E-05	0.000165721733408883	0.000256072667166707
6309	0.00162857241200592	0.00403044145951301	0.000232353992926149	0.000147401949225467
7943	0.00146190624146548	0.00158071247118757	8.70249187200772E-05	0.000135950402916807
10000	0.00130631135256017	0.00104974052796913	8.85568570942186E-05	0.000123102595444902
12589	0.00115787880699277	0.00011816704584211	8.42527874557741E-05	0.000109657553504866
15849	0.00103233793838549	0.000412497333360878	9.33951091419832E-05	6.44631791784644E-05
19953	0.000922658476937936	0.000155051863799188	8.49254490752904E-05	4.28507521024746E-05
